Conference,Year,Paper Title,Paper DOI,Link,IEEE XPLORE Article Number,"Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,Deduped author names,filename,Citations
InfoVis,1999,A framework for focus+context visualization,10.1109/INFVIS.1999.801857,http://dx.doi.org/10.1109/INFVIS.1999.801857,801857,C,"Bjork, S.;Holmquist, L.E.;Redstrom, J.",37444610400;37296141000;37444612100,"Bjork, S.;Holmquist, L.E.;Redstrom, J.",bjork_infovis_99,636786;729558
InfoVis,1999,A Java-based visual mining infrastructure and applications,10.1109/INFVIS.1999.801867,http://dx.doi.org/10.1109/INFVIS.1999.801867,801867,C,"Hao, M.C.;Dayal, U.;Hsu, M.;Baker, J.;D'Eletto, R.",37274264300;37275646700;37275459900;37431347900;37442793100,"Hao, M.C.;Dayal, U.;Hsu, M.;Baker, J.;D'Eletto, R.",hao_infovis_99,745301;398870
InfoVis,1999,Aggregate Towers: scale sensitive visualization and decluttering of geospatial data,10.1109/INFVIS.1999.801863,http://dx.doi.org/10.1109/INFVIS.1999.801863,801863,C,"Rayson, J.K.",37442826700,"Rayson, J.K.",rayson_infovis_99,745301;528684
InfoVis,1999,Cluster and calendar based visualization of time series data,10.1109/INFVIS.1999.801851,http://dx.doi.org/10.1109/INFVIS.1999.801851,801851,C,"van Wijk, J.J.;Van Selow, E.R.",37267249200;37444386900,"van Wijk, J.J.;Van Selow, E.R.",vanwijk2_infovis_99,
InfoVis,1999,Constellation: a visualization tool for linguistic queries from MindNet,10.1109/INFVIS.1999.801869,http://dx.doi.org/10.1109/INFVIS.1999.801869,801869,C,"Munzner, T.;Guimbretiere, F.;Robertson, G.",37349490300;37442823600;37448060300,"Munzner, T.;Guimbretiere, F.;Robertson, G.",munzner_infovis_99,
InfoVis,1999,Cushion treemaps: visualization of hierarchical information,10.1109/INFVIS.1999.801860,http://dx.doi.org/10.1109/INFVIS.1999.801860,801860,C,"van Wijk, J.J.;van de Wetering, H.",37267249200;37294473300,"van Wijk, J.J.;van de Wetering, H.",vanwijk_infovis_99,175815
InfoVis,1999,Does animation help users build mental maps of spatial information?,10.1109/INFVIS.1999.801854,http://dx.doi.org/10.1109/INFVIS.1999.801854,801854,C,"Bederson, B.B.;Boltman, A.",37279760100;37444492400,"Bederson, B.B.;Boltman, A.",bederson_infovis_99,
InfoVis,1999,Domain analysis: a technique to design a user-centered visualization framework,10.1109/INFVIS.1999.801856,http://dx.doi.org/10.1109/INFVIS.1999.801856,801856,C,"Espinosa, O.J.;Hendrickson, C.;Garrett, J.H.",37444499700;37340027400;37353587300,"Espinosa, O.J.;Hendrickson, C.;Garrett, J.H.",espinosa_infovis_99,559210;175815
InfoVis,1999,Dynamic hierarchy specification and visualization,10.1109/INFVIS.1999.801859,http://dx.doi.org/10.1109/INFVIS.1999.801859,801859,C,"Wilson, R.M.;Bergeron, R.D.",37435209300;37342054500,"Wilson, R.M.;Bergeron, R.D.",wilson_infovis_99,528689;729564;175815
InfoVis,1999,Efficient multi-object dynamic query histograms,10.1109/INFVIS.1999.801862,http://dx.doi.org/10.1109/INFVIS.1999.801862,801862,C,"Derthick, M.;Harrison, J.;Moore, A.;Roth, S.F.",37444609500;37449036300;37365431000;37357418100,"Derthick, M.;Harrison, J.;Moore, A.;Roth, S.F.",derthick_infovis_99,1382887;636790
InfoVis,1999,Evaluating a visualisation of image similarity as a tool for image browsing,10.1109/INFVIS.1999.801855,http://dx.doi.org/10.1109/INFVIS.1999.801855,801855,C,"Rodden, K.;Basalaj, W.;Sinclair, D.;Wood, K.",37442752800;37442753400;37356022100;37447647700,"Rodden, K.;Basalaj, W.;Sinclair, D.;Wood, K.",rodden_infovis_99,
InfoVis,1999,Navigating hierarchies with structure-based brushes,10.1109/INFVIS.1999.801858,http://dx.doi.org/10.1109/INFVIS.1999.801858,801858,C,"Ying-Huey Fua;Ward, M.O.;Rundensteiner, E.A.",37445066400;37268441700;37279217900,"Ying-Huey Fua;Ward, M.O.;Rundensteiner, E.A.",fua_infovis_99,146402;559216;485139;346302;809866;567800;175815;729564
InfoVis,1999,Sensemaking of evolving Web sites using visualization spreadsheets,10.1109/INFVIS.1999.801853,http://dx.doi.org/10.1109/INFVIS.1999.801853,801853,C,"Chi, Ed H.;Card, S.K.",37448030800;37444594200,"Chi, E.H.;Card, S.K.",chi_infovis_99,528691;528689;528686;729560;398870;528692
InfoVis,1999,The automated multidimensional detective,10.1109/INFVIS.1999.801865,http://dx.doi.org/10.1109/INFVIS.1999.801865,801865,C,"Inselberg, A.;Avidan, T.",37294162600;37444484200,"Inselberg, A.;Avidan, T.",inselberg_infovis_99,636793
InfoVis,1999,"The sunflower visual metaphor, a new paradigm for dimensional compression",10.1109/INFVIS.1999.801868,http://dx.doi.org/10.1109/INFVIS.1999.801868,801868,C,"Rose, S.J.",37434158300,"Rose, S.",rose_infovis_99,729569;559228;729555;729568
InfoVis,1999,VisageWeb: visualizing WWW data in Visage,10.1109/INFVIS.1999.801864,http://dx.doi.org/10.1109/INFVIS.1999.801864,801864,C,"Higgins, M.;Lucas, P.;Sean, J.",37445884600;37305539000;,"Higgins, M.;Lucas, P.;Sean, J.",higgins_infovis_99,
InfoVis,1999,Visualizing application behavior on superscalar processors,10.1109/INFVIS.1999.801852,http://dx.doi.org/10.1109/INFVIS.1999.801852,801852,C,"Stolte, C.;Bosche, R.;Hanrahan, P.;Rosenblum, M.",37442008700;37446738400;37349803800;37272956900,"Stolte, C.;Bosche, R.;Hanrahan, P.;Rosenblum, M.",stolte_infovis_99,
InfoVis,1999,Visualizing association rules for text mining,10.1109/INFVIS.1999.801866,http://dx.doi.org/10.1109/INFVIS.1999.801866,801866,C,"Pak Chung Wong;Whitney, P.;Thomas, J.",37280665600;37363311600;37273308900,"Pak Chung Wong;Whitney, P.;Thomas, J.",wong_infovis_99,729553;745302;729555;528686;636791
InfoVis,1998,Algorithm visualization for distributed environments,10.1109/INFVIS.1998.729561,http://dx.doi.org/10.1109/INFVIS.1998.729561,729554,C,"Moses, Y.;Polunsky, Z.;Tal, A.;Ulitsky, L.",37371861000;37374449900;37337567000;37374450900,"Moses, Y.;Polunsky, Z.;Tal, A.;Ulitsky, L.",moses_infovis_98,663920
InfoVis,1998,An interactive view for hierarchical clustering,10.1109/INFVIS.1998.729556,http://dx.doi.org/10.1109/INFVIS.1998.729556,729557,C,"Wills, G.J.",37844196100,"Wills, G.J.",wills_infovis_98,559216
InfoVis,1998,An operator interaction framework for visualization systems,10.1109/INFVIS.1998.729560,http://dx.doi.org/10.1109/INFVIS.1998.729560,729560,C,"Ed Huai-Hsin Chi;Riedl, J.T.",37362911700;37282873000,"Ed Huai-Hsin Chi;Riedl, J.",chi_infovis_98,567796;559213;528686;636793;636792;175815;480801;636761
InfoVis,1998,BiblioMapper: a cluster-based information visualization technique,10.1109/INFVIS.1998.729569,http://dx.doi.org/10.1109/INFVIS.1998.729569,729569,C,Min Song,37366020600,Min Song,song_infovis_98,559228;528686
InfoVis,1998,Comparative visualization of protein structure-sequence alignments,10.1109/INFVIS.1998.729566,http://dx.doi.org/10.1109/INFVIS.1998.729566,729562,C,"Hansen, M.;Meads, D.;Pang, A.",37374024300;37374564600;37267352000,"Hansen, M.;Meads, D.;Pang, A.",hansen_infovis_98,567796;568116;480794
InfoVis,1998,Dynamic aggregation with circular visual designs,10.1109/INFVIS.1998.729557,http://dx.doi.org/10.1109/INFVIS.1998.729557,729567,C,"Chuah, M.C.",37343565300,"Chuah, M.C.",chuah_infovis_98,636787;235206
InfoVis,1998,Geographic visualization: designing manipulable maps for exploring temporally varying georeferenced statistics,10.1109/INFVIS.1998.729563,http://dx.doi.org/10.1109/INFVIS.1998.729563,729566,C,"MacEachren, A.M.;Boscoe, F.P.;Haug, D.;Pickle, L.W.",37374699000;37374699200;37374702200;37374700700,"MacEachren, A.M.;Boscoe, F.P.;Haug, D.;Pickle, L.",maceache_infovis_98,175794;663874;235201
InfoVis,1998,IVORY-an object-oriented framework for physics-based information visualization in Java,10.1109/INFVIS.1998.729562,http://dx.doi.org/10.1109/INFVIS.1998.729562,729561,C,"Sprenger, T.C.;Gross, M.H.;Bielser, D.;Strasser, T.",37374656700;37275694700;37374656400;37370045100,"Sprenger, T.C.;Gross, M.;Bielser, D.;Strasser, T.",sprenger_infovis_98,528691;567746_1;636759;528688;559226
InfoVis,1998,LensBar-visualization for browsing and filtering large lists of data,10.1109/INFVIS.1998.729567,http://dx.doi.org/10.1109/INFVIS.1998.729567,729556,C,"Masui, T.",37357771900,"Masui, T.",masui_infovis_98,
InfoVis,1998,Multi-faceted insight through interoperable visual information analysis paradigms,10.1109/INFVIS.1998.729570,http://dx.doi.org/10.1109/INFVIS.1998.729570,729555,C,"Hetzler, B.;Whitney, P.;Martucci, L.;Thomas, J.",37374614800;37363311600;37372798600;37273308900,"Hetzler, E.;Whitney, P.;Martucci, L.;Thomas, J.",hetzler_infovis_98,636789;636793;528686;559228;636761
InfoVis,1998,Reconfigurable disc trees for visualizing large hierarchical information space,10.1109/INFVIS.1998.729555,http://dx.doi.org/10.1109/INFVIS.1998.729555,729564,C,"Chang-Sung Jeong;Pang, A.",37360232800;37267352000,"Chang-Sung Jeong;Pang, A.",jeong_infovis_98,528689;636792;175815;567745
InfoVis,1998,Saying it in graphics: from intentions to visualizations,10.1109/INFVIS.1998.729564,http://dx.doi.org/10.1109/INFVIS.1998.729564,729563,C,"Kerpedjiev, S.;Carenini, G.;Green, N.;Moore, J.;Roth, S.",37374604500;37374602500;37368889100;37359522500;37357418100,"Kerpedjiev, S.;Carenini, G.;Green, N.;Moore, J.;Roth, S.F.",kerpedji_infovis_98,
InfoVis,1998,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,10.1109/INFVIS.1998.729559,http://dx.doi.org/10.1109/INFVIS.1998.729559,729568,C,"Ankerst, M.;Berchtold, S.;Keim, D.A.",37371609900;37374589200;37283138700,"Ankerst, M.;Berchtold, S.;Keim, D.A.",ankerst_infovis_98,146402;346302;485140
InfoVis,1998,The generalized detail in-context problem,10.1109/INFVIS.1998.729558,http://dx.doi.org/10.1109/INFVIS.1998.729558,729558,C,"Keahey, T.A.",37349418300,"Keahey, T.A.",keahey_infovis_98,636786;636718;559214
InfoVis,1998,The shape of Shakespeare: visualizing text using implicit surfaces,10.1109/INFVIS.1998.729568,http://dx.doi.org/10.1109/INFVIS.1998.729568,729570,C,"Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.",37373506600;38472155600;37265573100,"Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.",rohrer_infovis_98,636761;636759;528686;568110;559228
InfoVis,1998,Traversal-based visualization of data structures,10.1109/INFVIS.1998.729554,http://dx.doi.org/10.1109/INFVIS.1998.729554,729559,C,"Korn, J.L.;Appel, A.W.",38179814200;37339549500,"Korn, J.;Appel, A.W.",korn_infovis_98,
InfoVis,1998,Visualizing decision table classifiers,10.1109/INFVIS.1998.729565,http://dx.doi.org/10.1109/INFVIS.1998.729565,729553,C,"Becker, B.G.",37363099200,"Becker, B.",becker_infovis_98,146386
InfoVis,1998,WEBPATH-a three dimensional Web history,10.1109/INFVIS.1998.729553,http://dx.doi.org/10.1109/INFVIS.1998.729553,729565,C,"Frecon, E.;Smith, G.",37265491900;37365189200,"Frecon, E.;Smith, G.",frecon_infovis_98,
InfoVis,1997,A spreadsheet approach to information visualization,10.1109/INFVIS.1997.636761,http://dx.doi.org/10.1109/INFVIS.1997.636761,636761,C,"Ed Huai-Hsin Chi;Barry, P.;Riedl, J.;Konstan, J.",,"Ed Huai-Hsin Chi;Barry, P.;Riedl, J.;Konstan, J.",chi_infovis_97,567796;567746_1;528690;480794;398859
InfoVis,1997,Adaptive information visualization based on the user's multiple viewpoints - interactive 3D visualization of the WWW,10.1109/INFVIS.1997.636778,http://dx.doi.org/10.1109/INFVIS.1997.636778,636778,C,"Teraoka, T.;Maruyama, M.",,"Teraoka, T.;Maruyama, M.",teraoka_infovis_97,
InfoVis,1997,Cacti: a front end for program visualization,10.1109/INFVIS.1997.636785,http://dx.doi.org/10.1109/INFVIS.1997.636785,636785,C,"Reiss, S.P.",,"Reiss, S.P.",reiss_infovis_97,559210
InfoVis,1997,Coordinating declarative queries with a direct manipulation data exploration environment,10.1109/INFVIS.1997.636788,http://dx.doi.org/10.1109/INFVIS.1997.636788,636788,C,"Derthick, M.;Roth, S.F.;Kolojejchick, J.",,"Derthick, M.;Roth, S.F.;Kolojejchick, J.",derthick_infovis_97,528688;559210
InfoVis,1997,Design and evaluation of incremental data structures and algorithms for dynamic query interfaces,10.1109/INFVIS.1997.636790,http://dx.doi.org/10.1109/INFVIS.1997.636790,636790,C,"Tanin, E.;Beigel, R.;Shneiderman, B.",,"Tanin, E.;Beigel, R.;Shneiderman, B.",tanin_infovis_97,528688;528688
InfoVis,1997,Domesticating Bead: adapting an information visualization system to a financial institution,10.1109/INFVIS.1997.636789,http://dx.doi.org/10.1109/INFVIS.1997.636789,636789,C,"Brodbeck, D.;Chalmers, M.;Lunzer, A.;Cotture, P.",,"Brodbeck, D.;Chalmers, M.;Lunzer, A.;Cotture, P.",brodbeck_infovis_97,146402;528686;568118;528688;346302;175794;567787
InfoVis,1997,H3: laying out large directed graphs in 3D hyperbolic space,10.1109/INFVIS.1997.636718,http://dx.doi.org/10.1109/INFVIS.1997.636718,636718,C,"Munzner, T.",,"Munzner, T.",munzner_infovis_97,528691;528689
InfoVis,1997,Managing multiple focal levels in Table Lens,10.1109/INFVIS.1997.636787,http://dx.doi.org/10.1109/INFVIS.1997.636787,636787,C,"Tenev, T.;Rao, R.",,"Tenev, T.;Rao, R.",tenev_infovis_97,
InfoVis,1997,Managing software with new visual representations,10.1109/INFVIS.1997.636782,http://dx.doi.org/10.1109/INFVIS.1997.636782,636782,C,"Chuah, M.C.;Eick, S.G.",,"Chuah, M.C.;Eick, S.G.",chuah_infovis_97,398874
InfoVis,1997,Metrics for effective information visualization,10.1109/INFVIS.1997.636794,http://dx.doi.org/10.1109/INFVIS.1997.636794,636794,C,"Brath, R.",,"Brath, R.",brath_infovis_97,559213;528682;559211
InfoVis,1997,Multidimensional detective,10.1109/INFVIS.1997.636793,http://dx.doi.org/10.1109/INFVIS.1997.636793,636793,C,"Inselberg, A.",,"Inselberg, A.",inselber_infovis_97,146402;346302
InfoVis,1997,Nonlinear magnification fields,10.1109/INFVIS.1997.636786,http://dx.doi.org/10.1109/INFVIS.1997.636786,636786,C,"Keahey, T.A.;Robertson, E.L.",,"Keahey, T.A.;Robertson, E.L.",keahey_infovis_97,559214
InfoVis,1997,On integrating visualization techniques for effective software exploration,10.1109/INFVIS.1997.636784,http://dx.doi.org/10.1109/INFVIS.1997.636784,636784,C,"Storey, M.-A.D.;Wong, K.;Fracchia, F.D.;Muller, H.A.",,"Storey, M.;Wong, K.;Fracchia, F.D.;Muller, H.A.",storey_infovis_97,175815
InfoVis,1997,The structure of the information visualization design space,10.1109/INFVIS.1997.636792,http://dx.doi.org/10.1109/INFVIS.1997.636792,636792,C,"Card, S.K.;Mackinlay, J.",,"Card, S.K.;Mackinlay, J.",card_infovis_97,559213;175815;528686;528684;528697
InfoVis,1997,Visualizing information on a sphere,10.1109/INFVIS.1997.636759,http://dx.doi.org/10.1109/INFVIS.1997.636759,636759,C,"Gross, M.H.;Sprenger, T.C.;Finger, J.",,"Gross, M.;Sprenger, T.C.;Finger, J.",gross_infovis_97,528689;528691;528686;567787
InfoVis,1997,Volume rendering for relational data,10.1109/INFVIS.1997.636791,http://dx.doi.org/10.1109/INFVIS.1997.636791,636791,C,"Becker, B.G.",,"Becker, B.",becker_infovis_97,528686;528688;485139;398877
InfoVis,1996,Data characterization for automatically visualizing heterogeneous information,10.1109/INFVIS.1996.559211,http://dx.doi.org/10.1109/INFVIS.1996.559211,559211,C,"Zhou, M.X.;Feiner, Steven K.",37399569300;37266699900,"Zhou, M.X.;Feiner, S.",zhou_infovis_96,146375
InfoVis,1996,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,10.1109/INFVIS.1996.559228,http://dx.doi.org/10.1109/INFVIS.1996.559228,559228,C,"Rushall, D.A.;Ilgen, M.R.",37349445400;37349438900,"Rushall, D.A.;Ilgen, M.R.",rushall_infovis_96,
InfoVis,1996,Distortion viewing techniques for 3-dimensional data,10.1109/INFVIS.1996.559215,http://dx.doi.org/10.1109/INFVIS.1996.559215,559215,C,"Carpendale, M.S.T.;Cowperthwaite, D.J.;Fracchia, F.D.",;;,"Carpendale, S.;Cowperthwaite, D.J.;Fracchia, F.D.",carpendale_infovis_96,
InfoVis,1996,Geospatial metadata querying and visualization on the WWW using Java<sup>TM</sup> applets,10.1109/INFVIS.1996.559225,http://dx.doi.org/10.1109/INFVIS.1996.559225,559225,C,"Alper, N.;Stein, C.",37349545700;37357556500,"Alper, N.;Stein, C.",alper_infovis_96,528686;528682
InfoVis,1996,On the semantics of interactive visualizations,10.1109/INFVIS.1996.559213,http://dx.doi.org/10.1109/INFVIS.1996.559213,559213,C,"Chuah, M.C.;Roth, S.F.",37343565300;37357418100,"Chuah, M.C.;Roth, S.F.",chuah_infovis_96,528684;559210
InfoVis,1996,Rapid prototyping of information visualizations using VANISH,10.1109/INFVIS.1996.559212,http://dx.doi.org/10.1109/INFVIS.1996.559212,559212,C,"Kazman, R.;Carriere, J.",37267671500;37352137000,"Kazman, R.;Carriere, J.",kazman_infovis_96,528688;528689;175815
InfoVis,1996,"Selection: 524,288 ways to say ""this is interesting""",10.1109/INFVIS.1996.559216,http://dx.doi.org/10.1109/INFVIS.1996.559216,559216,C,"Wills, G.J.",37354829000,"Wills, G.J.",wills_infovis_96,
InfoVis,1996,Techniques for non-linear magnification transformations,10.1109/INFVIS.1996.559214,http://dx.doi.org/10.1109/INFVIS.1996.559214,559214,C,"Keahey, T.A.;Robertson, E.L.",37349418300;37340580700,"Keahey, T.A.;Robertson, E.L.",keahey_infovis_96,
InfoVis,1996,Visage: a user interface environment for exploring information,10.1109/INFVIS.1996.559210,http://dx.doi.org/10.1109/INFVIS.1996.559210,559210,C,"Roth, S.F.;Lucas, P.;Senn, J.A.;Gomberg, C.C.;Burks, M.B.;Stroffolino, P.J.;Kolojechick, A.J.;Dunmire, C.",37357418100;37305539000;37349377800;37349375500;37345262200;37349338400;;37349336300,"Roth, S.F.;Lucas, P.;Senn, J.A.;Gomberg, C.C.;Burks, M.B.;Stroffolino, P.J.;Kolojechick, A.J.;Dunmire, C.",roth_infovis_96,398870;175815
InfoVis,1996,Visualizing a tennis match,10.1109/INFVIS.1996.559229,http://dx.doi.org/10.1109/INFVIS.1996.559229,559229,C,"Liqun Jin;Banks, D.C.",37345749400;37356983700,"Liqun Jin;Banks, D.C.",jin_infovis_96,175815
InfoVis,1996,Visualizing the global topology of the MBone,10.1109/INFVIS.1996.559226,http://dx.doi.org/10.1109/INFVIS.1996.559226,559226,C,"Munzner, T.;Hoffman, E.;Claffy, K.;Fenner, B.",37349490300;37345372400;37284688500;37349494400,"Munzner, T.;Hoffman, E.;Claffy, K.;Fenner, B.",munzner_infovis_96,528697
InfoVis,1996,Visualizing usability log data,10.1109/INFVIS.1996.559227,http://dx.doi.org/10.1109/INFVIS.1996.559227,559227,C,"Gray, M.;Badre, A.;Guzdial, M.",37354963000;37348960700;37352130100,"Gray, M.;Badre, A.;Guzdial, M.",gray_infovis_96,
InfoVis,1995,Case study: 3D displays of Internet traffic,10.1109/INFVIS.1995.528697,http://dx.doi.org/10.1109/INFVIS.1995.528697,528697,C,"Cox, K.C.;Eick, S.G.",37344059700;37282570100,"Cox, K.C.;Eick, S.G.",cox_infovis_95,398870
InfoVis,1995,Case study: an empirical investigation of thumbnail image recognition,10.1109/INFVIS.1995.528695,http://dx.doi.org/10.1109/INFVIS.1995.528695,528695,C,"Burton, C.A.;Johnston, L.J.;Sonenberg, E.A.",37356957100;37353729500;37352317600,"Burton, C.A.;Johnston, L.J.;Sonenberg, E.A.",burton_infovis_95,
InfoVis,1995,Case study: fishing for information on the Internet,10.1109/INFVIS.1995.528693,http://dx.doi.org/10.1109/INFVIS.1995.528693,528693,C,"Mitchell, R.;Day, D.;Hirschman, L.",37341386400;37343297300;37352245200,"Mitchell, R.;Day, D.;Hirschman, L.",mitchell_infovis_95,175815
InfoVis,1995,Case study: visualizing Internet resources,10.1109/INFVIS.1995.528696,http://dx.doi.org/10.1109/INFVIS.1995.528696,528696,C,"Gershon, N.;LeVasseur, J.;Winstead, J.;Croall, J.;Pernicks, A.;Ruh, W.",37352200300;37354541000;37352200800;37352200200;37352199600;37346508500,"Gershon, N.;LeVasseur, J.;Winstead, J.;Croall, J.;Pernicks, A.;Ruh, W.",gershon_infovis_95,
InfoVis,1995,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,10.1109/INFVIS.1995.528694,http://dx.doi.org/10.1109/INFVIS.1995.528694,528694,C,"Rhyne, T.M.",37282569700,"Rhyne, T.M.",rhyne_infovis_95,398874
InfoVis,1995,Case study. Narcissus: visualising information,10.1109/INFVIS.1995.528691,http://dx.doi.org/10.1109/INFVIS.1995.528691,528691,C,"Hendley, R.J.;Drew, N.S.;Wood, A.M.;Beale, R.",37352143000;37357792700;37349028500;37356853400,"Hendley, R.J.;Drew, N.S.;Wood, A.M.;Beale, R.",hendley_infovis_95,
InfoVis,1995,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,10.1109/INFVIS.1995.528692,http://dx.doi.org/10.1109/INFVIS.1995.528692,528692,C,"Andrews, K.",37340122200,"Andrews, K.",andrews_infovis_95,175815;235198
InfoVis,1995,IVEE: an Information Visualization and Exploration Environment,10.1109/INFVIS.1995.528688,http://dx.doi.org/10.1109/INFVIS.1995.528688,528688,C,"Ahlberg, C.;Wistrand, E.",37352198300;37352198200,"Ahlberg, C.;Wistrand, E.",ahlberg_infovis_95,175815;398863
InfoVis,1995,Research report: improving browsing in information by the automatic display layout,10.1109/INFVIS.1995.528683,http://dx.doi.org/10.1109/INFVIS.1995.528683,528683,C,"Luders, P.;Ernst, R.",37352125700;37297213900,"Luders, P.;Ernst, R.",lueders_infovis_95,
InfoVis,1995,Research report: information animation applications in the capital markets,10.1109/INFVIS.1995.528682,http://dx.doi.org/10.1109/INFVIS.1995.528682,528682,C,"Wright, W.",37349630500,"Wright, W.",wright_infovis_95,
InfoVis,1995,Research report. DataSpace: 3-D visualizations of large databases,10.1109/INFVIS.1995.528690,http://dx.doi.org/10.1109/INFVIS.1995.528690,528690,C,"Anupam, V.;Dar, S.;Leibfried, T.;Petajan, E.",37352354300;38180070000;37355534700;37329242700,"Anupam, V.;Dar, S.;Leibfried, T.;Petajan, E.",anupam_infovis_95,346304
InfoVis,1995,Research report. Interacting with huge hierarchies: beyond cone trees,10.1109/INFVIS.1995.528689,http://dx.doi.org/10.1109/INFVIS.1995.528689,528689,C,"Carriere, J.;Kazman, R.",37352137000;37267671500,"Carriere, J.;Kazman, R.",carriere_infovis_95,
InfoVis,1995,SDM: malleable information graphics,10.1109/INFVIS.1995.528684,http://dx.doi.org/10.1109/INFVIS.1995.528684,528684,C,"Chuah, M.C.;Roth, S.F.;Mattis, J.;Kolojejchick, J.",37343565300;37357418100;37352246000;37352245400,"Chuah, M.C.;Roth, S.F.;Mattis, J.;Kolojejchick, J.",chuah_infovis_95,
InfoVis,1995,The information mural: a technique for displaying and navigating large information spaces,10.1109/INFVIS.1995.528685,http://dx.doi.org/10.1109/INFVIS.1995.528685,528685,C,"Jerding, D.F.;Stasko, J.T.",37352201100;37267736900,"Jerding, D.F.;Stasko, J.",jerding_infovis_95,346322
InfoVis,1995,Towards a generative theory of diagram design,10.1109/INFVIS.1995.528681,http://dx.doi.org/10.1109/INFVIS.1995.528681,528681,C,"Reichenberger, K.;Kamps, T.;Golovchinsky, G.",37352314100;37357591400;37352316100,"Reichenberger, K.;Kamps, T.;Golovchinsky, G.",reichen_infovis_95,480815
InfoVis,1995,Visualisation for functional design,10.1109/INFVIS.1995.528680,http://dx.doi.org/10.1109/INFVIS.1995.528680,528680,C,"Spence, B.;Tweedie, L.;Dawkes, H.;Hua Su",37342517100;37344652100;37344652800;37351289200,"Spence, B.;Tweedie, L.;Dawkes, H.;Hua Su",spence_infovis_95,
InfoVis,1995,Visualizing the non-visual: spatial analysis and interaction with information from text documents,10.1109/INFVIS.1995.528686,http://dx.doi.org/10.1109/INFVIS.1995.528686,528686,C,"Wise, J.A.;Thomas, J.J.;Pennock, K.;Lantrip, D.;Pottier, M.;Schur, A.;Crow, V.",37358036500;37273308900;37352135600;37352136200;37352134600;37352142300;37352143800,"Wise, J.A.;Thomas, J.;Pennock, K.;Lantrip, D.;Pottier, M.;Schur, A.;Crow, V.",wise_infovis_95,398863
InfoVis,1995,VRMosaic: WEB access from within a virtual environment,10.1109/INFVIS.1995.528687,http://dx.doi.org/10.1109/INFVIS.1995.528687,528687,C,"Angus, I.G.;Sowizral, H.A.",37352263600;37352265700,"Angus, I.G.;Sowizral, H.A.",angus_infovis_95,
InfoVIs,2014,Learning Perceptual Kernels for Visualization Design,10.1109/TVCG.2014.2346978,http://dx.doi.org/10.1109/TVCG.2014.2346978,6875950,T,"Demiralp, C.D.;Bernstein, M.S.;Heer, J.",;;,"Demiralp, C.;Bernstein, M.S.;Heer, J.",demiralp_infovis_14,"kong_infovis_10,heer1_infovis_06,mackinlay_infovis_07,talbot_infovis_11,lam_infovis_07,robertso_infovis_08,talbot_infovis_10,heer_infovis_07,"
InfoVIs,2014,Ranking Visualizations of Correlation Using Weber's Law,10.1109/TVCG.2014.2346979,http://dx.doi.org/10.1109/TVCG.2014.2346979,6875978,T,"Harrison, L.;Fumeng Yang;Franconeri, S.;Chang, R.",;;;,"Harrison, L.;Fumeng Yang;Franconeri, S.;Chang, R.",harrison_infovis_14,"fink_infovis_13,munzner_infovis_09,mackinlay_infovis_07,"
InfoVIs,2014,"The relation between visualization size, grouping, and user performance",10.1109/TVCG.2014.2346983,http://dx.doi.org/10.1109/TVCG.2014.2346983,6875989,T,"Gramazio, C.C.;Schloss, K.B.;Laidlaw, D.H.",;;,"Gramazio, C.C.;Schloss, K.B.;Laidlaw, D.H.",gramazio_infovis_14,"haroz_infovis_12,talbot_infovis_12,bostock_infovis_11,chang_vast_07,fink_infovis_13,hullman1_infovis_11,gleicher_infovis_13,yost_infovis_06,kong_infovis_10,healey_vis_96,boukhelifa_infovis_12,jakobsen_infovis_13,borkin_infovis_13,"
InfoVIs,2014,A Principled Way of Assessing Visualization Literacy,10.1109/TVCG.2014.2346984,http://dx.doi.org/10.1109/TVCG.2014.2346984,6875906,T,"Boy, J.;Rensink, R.A.;Bertini, E.;Fekete, J.-D.",;;;,"Boy, J.;Rensink, R.A.;Bertini, E.;Fekete, J.",boy_infovis_14,"isenberg_infovis_11,"
InfoVIs,2014,Reinforcing Visual Grouping Cues to Communicate Complex Informational Structure,10.1109/TVCG.2014.2346998,http://dx.doi.org/10.1109/TVCG.2014.2346998,6875960,T,"Bae, J.;Watson, B.",;,"Bae, J.;Watson, B.",bae_infovis_14,"ziemkiew_infovis_10,wattenbe_infovis_03,"
InfoVis,2014,UpSet: Visualization of Intersecting Sets,10.1109/TVCG.2014.2346248,http://dx.doi.org/10.1109/TVCG.2014.2346248,6876017,T,"Lex, A.;Gehlenborg, N.;Strobelt, H.;Vuillemot, R.;Pfister, H.",;;;;,"Lex, A.;Gehlenborg, N.;Strobelt, H.;Vuillemot, R.;Pfister, H.",lex_infovis_14,"freiler_infovis_08,alsallakh_infovis_13,alper_infovis_11,riche_infovis_10,collins_infovis_09,bostock_infovis_11,steinberger_infovis_11,"
